Epoch,My_FFNN,Scikit_learn
1,0.04861743247816287,0.356919621843247
2,0.03757644917582911,0.034244517404272694
3,0.03421485060499682,0.021836065516528943
4,0.03282002371384964,0.019490762844217427
5,0.03284304316087245,0.01837144672026922
6,0.03022280700050699,0.01763124410339513
7,0.029352121862388208,0.017066868908844113
8,0.029910477008856805,0.0166041992312715
9,0.028226236084022038,0.016211319384663792
10,0.02752388330126181,0.015870377438291484
11,0.027138280954245336,0.015569687869650376
12,0.0265338607129207,0.015301368634587212
13,0.02626990579982877,0.0150597733332624
14,0.0257657283698616,0.014840359761895145
15,0.025428763287381768,0.014639630014159941
16,0.02535534076762309,0.014454442057585368
17,0.02501173760867572,0.01428279825459437
18,0.02454050037443122,0.014122589379739687
19,0.024219303940083675,0.01397248600298654
20,0.02391096380129116,0.013831435687468769
21,0.023639438558146885,0.01369844735694022
22,0.023733990204999535,0.013572314596491027
23,0.02387686976322244,0.01345223839254482
24,0.02304683073363202,0.013337781137920137
25,0.023231594093735493,0.013228278666523718
26,0.022833007553262716,0.01312352872329791
27,0.02260774128023462,0.013023139798705256
28,0.02226379577989339,0.012926801297188303
29,0.022136512329495234,0.012834357133979433
30,0.021916447404863554,0.012745417748411201
31,0.02181282269175029,0.012659734698330795
32,0.021809656675862366,0.01257690987125356
33,0.02158724936488312,0.012496772488295886
34,0.021425716979836782,0.01241928134911198
35,0.02128012552185337,0.012344413014328143
36,0.021292854227990227,0.012271870251452311
37,0.021092171669204563,0.012201588252806593
38,0.021272677794843355,0.01213353016283398
39,0.02086439024676455,0.012067750207125092
40,0.020732535153610118,0.012003951368438568
41,0.0207619896965568,0.01194199142125507
42,0.02062284731636245,0.011881826876480893
43,0.02078048863075704,0.01182331844973299
44,0.020421180759284976,0.011766403259429315
45,0.020419793784397004,0.011710998771221321
46,0.020376345028848816,0.01165702851647533
47,0.0202057345646271,0.011604530863031337
48,0.020135606085646008,0.011553472694033394
49,0.020180287029563045,0.011503758398495524
50,0.01995848601044764,0.011455290522723118
51,0.019957017841383155,0.011408054218216302
52,0.01997915043992291,0.01136202190919871
53,0.019898227181980935,0.011317172932914869
54,0.019782530626140504,0.01127345608113868
55,0.019712819680470242,0.011230785181512453
56,0.019606131929335146,0.011189167755556274
57,0.01956640707551396,0.0111484633990712
58,0.0195419836783786,0.011108661197320133
59,0.019509038235080038,0.011069730567424281
60,0.019379066053026986,0.011031666549350706
61,0.019421130706404173,0.010994432426360955
62,0.019288875610725006,0.010958023568706081
63,0.019284723735927316,0.010922464696624674
64,0.019257380226888065,0.010887714115869846
65,0.019181425153652575,0.010853670335753412
66,0.019140698290310246,0.010820397396858415
67,0.019076113477946844,0.010787858054323052
68,0.01917736412719992,0.010755969854014724
69,0.019243224954212167,0.0107247322836428
70,0.019103216097874336,0.010694204211366394
71,0.018948121094848683,0.01066430978683658
72,0.01888077594473698,0.010635170817957104
73,0.01907002319695271,0.01060670177682285
74,0.01903113294178986,0.010578903264294049
75,0.018848969888998982,0.010551676536852364
76,0.01879343848728092,0.010525001540289543
77,0.018836171475394615,0.010498815989591279
78,0.01876086870056942,0.010473271704568956
79,0.018677184032584688,0.010448288615764452
80,0.018730467927170272,0.010423786379249907
81,0.018606851443522286,0.010399784864012794
82,0.01860620254202348,0.010376351624804698
83,0.018641080812043048,0.01035336116115952
84,0.018571599025590482,0.010330798516197191
85,0.018506824974461072,0.010308637797204636
86,0.018531719876281907,0.010286824916721853
87,0.018443751560188217,0.010265426002634599
88,0.01865479076670345,0.010244424844567961
89,0.01847287034802847,0.010223810106917591
90,0.01836913211639585,0.01020357557236712
91,0.01863115271725051,0.01018369637717823
92,0.01848326093024659,0.010164178881753104
93,0.018435703932307788,0.010144999093000122
94,0.018313669884903426,0.010126195851281763
95,0.018357813333406893,0.010107737826934906
96,0.018548516066437065,0.01008961163396642
97,0.018354663488890588,0.010071781380530697
98,0.01825851473282369,0.010054248684790672
99,0.018223083059575235,0.010036997632480126
100,0.018230446341860326,0.01002001664956954
101,0.018140445645202993,0.010003328822220192
102,0.0181172455180079,0.009986924724076645
103,0.01846935189816399,0.009970778040904172
104,0.01808330518269404,0.00995488703635925
105,0.018072573947162954,0.009939270426589222
106,0.018060481725947698,0.009923901945696804
107,0.018124495634796643,0.009908801329120932
108,0.01813389587177843,0.009893957503730809
109,0.018036569358836543,0.009879351987592478
110,0.01798850275663934,0.009864962754881315
111,0.018007276439798197,0.00985086980244378
112,0.01795934162254812,0.009837010523327704
113,0.017939040267279178,0.009823339678637567
114,0.017949437946612804,0.009809850228876904
115,0.017949705079075864,0.009796586179535762
116,0.01791696752108551,0.009783532061902819
117,0.01789742103924812,0.009770651911736723
118,0.01790356001893392,0.009757959133163394
119,0.01800600604782614,0.009745451613766021
120,0.018039005515540565,0.009733132738716262
121,0.01796942582908884,0.00972097955597397
122,0.01784553105493431,0.009709010828714658
123,0.018021723611203133,0.009697215222726338
124,0.01779796313847318,0.009685595784029898
125,0.018171991829152193,0.009674133898790505
126,0.017842365879565832,0.009662852179401459
127,0.017768826584229878,0.009651745208102004
128,0.017846391565327493,0.009640763385897193
129,0.01777349346560329,0.009629940314355694
130,0.017950383107401498,0.00961928292037827
131,0.017778581528865217,0.00960876788634416
132,0.01792335077307838,0.009598413763792626
133,0.01772252926864784,0.00958821276973429
134,0.017789156610917713,0.009578143366927295
135,0.017696353313759995,0.00956820260567226
136,0.01769547847841748,0.00955839938570886
137,0.017728155846100532,0.00954875720055483
138,0.017780042849933227,0.009539229323445631
139,0.01769670853595141,0.00952985129854954
140,0.01764543809634866,0.009520592670400414
141,0.017676217198938426,0.009511443257029966
142,0.01764556026893976,0.009502422074191798
143,0.017982577080813883,0.00949353516813131
