x,y
-1.962406015037593932e+00,0.000000000000000000e+00
-1.947368421052631637e+00,0.000000000000000000e+00
-1.932330827067669343e+00,0.000000000000000000e+00
-1.917293233082706827e+00,0.000000000000000000e+00
-1.902255639097744311e+00,0.000000000000000000e+00
-1.887218045112782017e+00,0.000000000000000000e+00
-1.872180451127819723e+00,0.000000000000000000e+00
-1.857142857142857206e+00,0.000000000000000000e+00
-1.842105263157894690e+00,0.000000000000000000e+00
-1.827067669172932396e+00,0.000000000000000000e+00
-1.812030075187970102e+00,0.000000000000000000e+00
-1.796992481203007586e+00,0.000000000000000000e+00
-1.781954887218045069e+00,0.000000000000000000e+00
-1.766917293233082775e+00,0.000000000000000000e+00
-1.751879699248120481e+00,0.000000000000000000e+00
-1.736842105263157965e+00,0.000000000000000000e+00
-1.721804511278195449e+00,0.000000000000000000e+00
-1.706766917293233154e+00,0.000000000000000000e+00
-1.691729323308270860e+00,0.000000000000000000e+00
-1.676691729323308344e+00,0.000000000000000000e+00
-1.661654135338345828e+00,0.000000000000000000e+00
-1.646616541353383534e+00,0.000000000000000000e+00
-1.631578947368421240e+00,0.000000000000000000e+00
-1.616541353383458723e+00,0.000000000000000000e+00
-1.601503759398496207e+00,0.000000000000000000e+00
-1.586466165413533913e+00,0.000000000000000000e+00
-1.571428571428571619e+00,0.000000000000000000e+00
-1.556390977443609103e+00,0.000000000000000000e+00
-1.541353383458646586e+00,0.000000000000000000e+00
-1.526315789473684292e+00,0.000000000000000000e+00
-1.511278195488721998e+00,0.000000000000000000e+00
-1.496240601503759482e+00,0.000000000000000000e+00
-1.481203007518796966e+00,0.000000000000000000e+00
-1.466165413533834672e+00,0.000000000000000000e+00
-1.451127819548872377e+00,0.000000000000000000e+00
-1.436090225563909861e+00,0.000000000000000000e+00
-1.421052631578947345e+00,0.000000000000000000e+00
-1.406015037593985051e+00,0.000000000000000000e+00
-1.390977443609022757e+00,0.000000000000000000e+00
-1.375939849624060241e+00,0.000000000000000000e+00
-1.360902255639097724e+00,0.000000000000000000e+00
-1.345864661654135430e+00,0.000000000000000000e+00
-1.330827067669173136e+00,0.000000000000000000e+00
-1.315789473684210620e+00,0.000000000000000000e+00
-1.300751879699248104e+00,0.000000000000000000e+00
-1.285714285714285809e+00,0.000000000000000000e+00
-1.270676691729323515e+00,0.000000000000000000e+00
-1.255639097744360999e+00,0.000000000000000000e+00
-1.240601503759398483e+00,0.000000000000000000e+00
-1.225563909774436189e+00,0.000000000000000000e+00
-1.210526315789473895e+00,0.000000000000000000e+00
-1.195488721804511378e+00,0.000000000000000000e+00
-1.180451127819548862e+00,0.000000000000000000e+00
-1.165413533834586568e+00,0.000000000000000000e+00
-1.150375939849624274e+00,0.000000000000000000e+00
-1.135338345864661758e+00,0.000000000000000000e+00
-1.120300751879699241e+00,0.000000000000000000e+00
-1.105263157894736947e+00,0.000000000000000000e+00
-1.090225563909774653e+00,0.000000000000000000e+00
-1.075187969924812137e+00,0.000000000000000000e+00
-1.060150375939849621e+00,0.000000000000000000e+00
-1.045112781954887327e+00,0.000000000000000000e+00
-1.030075187969925032e+00,0.000000000000000000e+00
-1.015037593984962516e+00,0.000000000000000000e+00
-1.000000000000000000e+00,0.000000000000000000e+00
-9.849624060150379279e-01,0.000000000000000000e+00
-9.699248120300754117e-01,0.000000000000000000e+00
-9.548872180451128955e-01,0.000000000000000000e+00
-9.398496240601503793e-01,0.000000000000000000e+00
-9.248120300751878631e-01,0.000000000000000000e+00
-9.097744360902257910e-01,0.000000000000000000e+00
-8.947368421052632748e-01,0.000000000000000000e+00
-8.796992481203007586e-01,0.000000000000000000e+00
-8.646616541353386864e-01,0.000000000000000000e+00
-8.496240601503761702e-01,0.000000000000000000e+00
-8.345864661654136540e-01,0.000000000000000000e+00
-8.195488721804511378e-01,0.000000000000000000e+00
-8.045112781954886216e-01,0.000000000000000000e+00
-7.894736842105265495e-01,0.000000000000000000e+00
-7.744360902255640333e-01,0.000000000000000000e+00
-7.593984962406015171e-01,0.000000000000000000e+00
-7.443609022556394450e-01,0.000000000000000000e+00
-7.293233082706769288e-01,0.000000000000000000e+00
-7.142857142857144126e-01,0.000000000000000000e+00
-6.992481203007518964e-01,0.000000000000000000e+00
-6.842105263157893802e-01,0.000000000000000000e+00
-6.691729323308273081e-01,0.000000000000000000e+00
-6.541353383458647919e-01,0.000000000000000000e+00
-6.390977443609022757e-01,0.000000000000000000e+00
-6.240601503759402036e-01,0.000000000000000000e+00
-6.090225563909776874e-01,0.000000000000000000e+00
-5.939849624060151712e-01,0.000000000000000000e+00
-5.789473684210526550e-01,0.000000000000000000e+00
-5.639097744360901387e-01,0.000000000000000000e+00
-5.488721804511280666e-01,0.000000000000000000e+00
-5.338345864661655504e-01,0.000000000000000000e+00
-5.187969924812030342e-01,0.000000000000000000e+00
-5.037593984962409621e-01,0.000000000000000000e+00
-4.887218045112784459e-01,0.000000000000000000e+00
-4.736842105263159297e-01,0.000000000000000000e+00
-4.586466165413534135e-01,0.000000000000000000e+00
-4.436090225563908973e-01,0.000000000000000000e+00
-4.285714285714288252e-01,0.000000000000000000e+00
-4.135338345864663090e-01,0.000000000000000000e+00
-3.984962406015037928e-01,0.000000000000000000e+00
-3.834586466165417207e-01,0.000000000000000000e+00
-3.684210526315792045e-01,0.000000000000000000e+00
-3.533834586466166883e-01,0.000000000000000000e+00
-3.383458646616541721e-01,0.000000000000000000e+00
-3.233082706766916559e-01,0.000000000000000000e+00
-3.082706766917295838e-01,0.000000000000000000e+00
-2.932330827067670675e-01,0.000000000000000000e+00
-2.781954887218045513e-01,0.000000000000000000e+00
-2.631578947368424792e-01,0.000000000000000000e+00
-2.481203007518799630e-01,0.000000000000000000e+00
-2.330827067669174468e-01,0.000000000000000000e+00
-2.180451127819549306e-01,0.000000000000000000e+00
-2.030075187969924144e-01,0.000000000000000000e+00
-1.879699248120303423e-01,0.000000000000000000e+00
-1.729323308270678261e-01,0.000000000000000000e+00
-1.578947368421053099e-01,0.000000000000000000e+00
-1.428571428571432378e-01,0.000000000000000000e+00
-1.278195488721807216e-01,0.000000000000000000e+00
-1.127819548872182054e-01,0.000000000000000000e+00
-9.774436090225568918e-02,0.000000000000000000e+00
-8.270676691729317298e-02,0.000000000000000000e+00
-6.766917293233110087e-02,0.000000000000000000e+00
-5.263157894736858466e-02,0.000000000000000000e+00
-3.759398496240606846e-02,0.000000000000000000e+00
-2.255639097744399635e-02,0.000000000000000000e+00
-7.518796992481480146e-03,0.000000000000000000e+00
7.518796992481036057e-03,7.518796992481036057e-03
2.255639097744355226e-02,2.255639097744355226e-02
3.759398496240606846e-02,3.759398496240606846e-02
5.263157894736814058e-02,5.263157894736814058e-02
6.766917293233065678e-02,6.766917293233065678e-02
8.270676691729317298e-02,8.270676691729317298e-02
9.774436090225524509e-02,9.774436090225524509e-02
1.127819548872177613e-01,1.127819548872177613e-01
1.278195488721802775e-01,1.278195488721802775e-01
1.428571428571427937e-01,1.428571428571427937e-01
1.578947368421053099e-01,1.578947368421053099e-01
1.729323308270673820e-01,1.729323308270673820e-01
1.879699248120298982e-01,1.879699248120298982e-01
2.030075187969924144e-01,2.030075187969924144e-01
2.180451127819544865e-01,2.180451127819544865e-01
2.330827067669170027e-01,2.330827067669170027e-01
2.481203007518795189e-01,2.481203007518795189e-01
2.631578947368420351e-01,2.631578947368420351e-01
2.781954887218045513e-01,2.781954887218045513e-01
2.932330827067666235e-01,2.932330827067666235e-01
3.082706766917291397e-01,3.082706766917291397e-01
3.233082706766916559e-01,3.233082706766916559e-01
3.383458646616537280e-01,3.383458646616537280e-01
3.533834586466162442e-01,3.533834586466162442e-01
3.684210526315787604e-01,3.684210526315787604e-01
3.834586466165412766e-01,3.834586466165412766e-01
3.984962406015037928e-01,3.984962406015037928e-01
4.135338345864658649e-01,4.135338345864658649e-01
4.285714285714283811e-01,4.285714285714283811e-01
4.436090225563908973e-01,4.436090225563908973e-01
4.586466165413529694e-01,4.586466165413529694e-01
4.736842105263154856e-01,4.736842105263154856e-01
4.887218045112780018e-01,4.887218045112780018e-01
5.037593984962405180e-01,5.037593984962405180e-01
5.187969924812030342e-01,5.187969924812030342e-01
5.338345864661651063e-01,5.338345864661651063e-01
5.488721804511276225e-01,5.488721804511276225e-01
5.639097744360901387e-01,5.639097744360901387e-01
5.789473684210522109e-01,5.789473684210522109e-01
5.939849624060147271e-01,5.939849624060147271e-01
6.090225563909772433e-01,6.090225563909772433e-01
6.240601503759397595e-01,6.240601503759397595e-01
6.390977443609022757e-01,6.390977443609022757e-01
6.541353383458643478e-01,6.541353383458643478e-01
6.691729323308268640e-01,6.691729323308268640e-01
6.842105263157893802e-01,6.842105263157893802e-01
6.992481203007514523e-01,6.992481203007514523e-01
7.142857142857139685e-01,7.142857142857139685e-01
7.293233082706764847e-01,7.293233082706764847e-01
7.443609022556390009e-01,7.443609022556390009e-01
7.593984962406015171e-01,7.593984962406015171e-01
7.744360902255635892e-01,7.744360902255635892e-01
7.894736842105261054e-01,7.894736842105261054e-01
8.045112781954886216e-01,8.045112781954886216e-01
8.195488721804506937e-01,8.195488721804506937e-01
8.345864661654132099e-01,8.345864661654132099e-01
8.496240601503757262e-01,8.496240601503757262e-01
8.646616541353382424e-01,8.646616541353382424e-01
8.796992481203007586e-01,8.796992481203007586e-01
8.947368421052628307e-01,8.947368421052628307e-01
9.097744360902253469e-01,9.097744360902253469e-01
9.248120300751878631e-01,9.248120300751878631e-01
9.398496240601499352e-01,9.398496240601499352e-01
9.548872180451124514e-01,9.548872180451124514e-01
9.699248120300749676e-01,9.699248120300749676e-01
9.849624060150374838e-01,9.849624060150374838e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.015037593984962072e+00,1.015037593984962072e+00
1.030075187969924144e+00,1.030075187969924144e+00
1.045112781954887105e+00,1.045112781954887105e+00
1.060150375939849177e+00,1.060150375939849177e+00
1.075187969924812137e+00,1.075187969924812137e+00
1.090225563909774209e+00,1.090225563909774209e+00
1.105263157894736281e+00,1.105263157894736281e+00
1.120300751879699241e+00,1.120300751879699241e+00
1.135338345864661314e+00,1.135338345864661314e+00
1.150375939849624274e+00,1.150375939849624274e+00
1.165413533834586346e+00,1.165413533834586346e+00
1.180451127819548418e+00,1.180451127819548418e+00
1.195488721804511378e+00,1.195488721804511378e+00
1.210526315789473450e+00,1.210526315789473450e+00
1.225563909774435523e+00,1.225563909774435523e+00
1.240601503759398483e+00,1.240601503759398483e+00
1.255639097744360555e+00,1.255639097744360555e+00
1.270676691729322627e+00,1.270676691729322627e+00
1.285714285714285587e+00,1.285714285714285587e+00
1.300751879699247660e+00,1.300751879699247660e+00
1.315789473684210620e+00,1.315789473684210620e+00
1.330827067669172692e+00,1.330827067669172692e+00
1.345864661654134764e+00,1.345864661654134764e+00
1.360902255639097724e+00,1.360902255639097724e+00
1.375939849624059796e+00,1.375939849624059796e+00
1.390977443609022757e+00,1.390977443609022757e+00
1.406015037593984829e+00,1.406015037593984829e+00
1.421052631578946901e+00,1.421052631578946901e+00
1.436090225563909861e+00,1.436090225563909861e+00
1.451127819548871933e+00,1.451127819548871933e+00
1.466165413533834005e+00,1.466165413533834005e+00
1.481203007518796966e+00,1.481203007518796966e+00
1.496240601503759038e+00,1.496240601503759038e+00
1.511278195488721110e+00,1.511278195488721110e+00
1.526315789473684070e+00,1.526315789473684070e+00
1.541353383458646142e+00,1.541353383458646142e+00
1.556390977443609103e+00,1.556390977443609103e+00
1.571428571428571175e+00,1.571428571428571175e+00
1.586466165413533247e+00,1.586466165413533247e+00
1.601503759398496207e+00,1.601503759398496207e+00
1.616541353383458279e+00,1.616541353383458279e+00
1.631578947368421240e+00,1.631578947368421240e+00
1.646616541353383312e+00,1.646616541353383312e+00
1.661654135338345384e+00,1.661654135338345384e+00
1.676691729323308344e+00,1.676691729323308344e+00
1.691729323308270416e+00,1.691729323308270416e+00
1.706766917293232488e+00,1.706766917293232488e+00
1.721804511278195449e+00,1.721804511278195449e+00
1.736842105263157521e+00,1.736842105263157521e+00
1.751879699248119593e+00,1.751879699248119593e+00
1.766917293233082553e+00,1.766917293233082553e+00
1.781954887218044625e+00,1.781954887218044625e+00
1.796992481203007586e+00,1.796992481203007586e+00
1.812030075187969658e+00,1.812030075187969658e+00
1.827067669172931730e+00,1.827067669172931730e+00
1.842105263157894690e+00,1.842105263157894690e+00
1.857142857142856762e+00,1.857142857142856762e+00
1.872180451127819723e+00,1.872180451127819723e+00
1.887218045112781795e+00,1.887218045112781795e+00
1.902255639097743867e+00,1.902255639097743867e+00
1.917293233082706827e+00,1.917293233082706827e+00
1.932330827067668899e+00,1.932330827067668899e+00
1.947368421052630971e+00,1.947368421052630971e+00
1.962406015037593932e+00,1.962406015037593932e+00
1.977443609022556004e+00,1.977443609022556004e+00
1.992481203007518076e+00,1.992481203007518076e+00
2.007518796992481036e+00,2.007518796992481036e+00
2.022556390977443108e+00,2.022556390977443108e+00
2.037593984962406068e+00,2.037593984962406068e+00
2.052631578947368141e+00,2.052631578947368141e+00
2.067669172932330213e+00,2.067669172932330213e+00
2.082706766917293173e+00,2.082706766917293173e+00
2.097744360902255245e+00,2.097744360902255245e+00
2.112781954887218205e+00,2.112781954887218205e+00
2.127819548872180277e+00,2.127819548872180277e+00
2.142857142857142350e+00,2.142857142857142350e+00
2.157894736842105310e+00,2.157894736842105310e+00
2.172932330827067382e+00,2.172932330827067382e+00
2.187969924812029454e+00,2.187969924812029454e+00
2.203007518796992414e+00,2.203007518796992414e+00
2.218045112781954487e+00,2.218045112781954487e+00
2.233082706766916559e+00,2.233082706766916559e+00
2.248120300751879519e+00,2.248120300751879519e+00
2.263157894736841591e+00,2.263157894736841591e+00
2.278195488721804551e+00,2.278195488721804551e+00
2.293233082706766623e+00,2.293233082706766623e+00
2.308270676691728696e+00,2.308270676691728696e+00
2.323308270676691656e+00,2.323308270676691656e+00
2.338345864661653728e+00,2.338345864661653728e+00
2.353383458646616688e+00,2.353383458646616688e+00
2.368421052631578760e+00,2.368421052631578760e+00
2.383458646616540832e+00,2.383458646616540832e+00
2.398496240601503793e+00,2.398496240601503793e+00
2.413533834586465865e+00,2.413533834586465865e+00
2.428571428571427937e+00,2.428571428571427937e+00
2.443609022556390897e+00,2.443609022556390897e+00
2.458646616541352969e+00,2.458646616541352969e+00
2.473684210526315042e+00,2.473684210526315042e+00
2.488721804511278002e+00,2.488721804511278002e+00
2.503759398496240074e+00,2.503759398496240074e+00
2.518796992481203034e+00,2.518796992481203034e+00
2.533834586466165106e+00,2.533834586466165106e+00
2.548872180451127178e+00,2.548872180451127178e+00
2.563909774436090139e+00,2.563909774436090139e+00
2.578947368421052211e+00,2.578947368421052211e+00
2.593984962406015171e+00,2.593984962406015171e+00
2.609022556390977243e+00,2.609022556390977243e+00
2.624060150375939315e+00,2.624060150375939315e+00
2.639097744360902276e+00,2.639097744360902276e+00
2.654135338345864348e+00,2.654135338345864348e+00
2.669172932330826420e+00,2.669172932330826420e+00
2.684210526315789380e+00,2.684210526315789380e+00
2.699248120300751452e+00,2.699248120300751452e+00
2.714285714285713524e+00,2.714285714285713524e+00
2.729323308270676485e+00,2.729323308270676485e+00
2.744360902255638557e+00,2.744360902255638557e+00
2.759398496240601517e+00,2.759398496240601517e+00
2.774436090225563589e+00,2.774436090225563589e+00
2.789473684210525661e+00,2.789473684210525661e+00
2.804511278195488622e+00,2.804511278195488622e+00
2.819548872180450694e+00,2.819548872180450694e+00
2.834586466165413654e+00,2.834586466165413654e+00
2.849624060150375726e+00,2.849624060150375726e+00
2.864661654135337798e+00,2.864661654135337798e+00
2.879699248120300759e+00,2.879699248120300759e+00
2.894736842105262831e+00,2.894736842105262831e+00
2.909774436090224903e+00,2.909774436090224903e+00
2.924812030075187863e+00,2.924812030075187863e+00
2.939849624060149935e+00,2.939849624060149935e+00
2.954887218045112007e+00,2.954887218045112007e+00
2.969924812030074968e+00,2.969924812030074968e+00
2.984962406015037040e+00,2.984962406015037040e+00
3.000000000000000000e+00,3.000000000000000000e+00
